id,inp_count,out_count
832,250,813
168,188,105
2,73,297
4341,79,82
3423,16,39
2272,297,151
907,138,1941
2919,16,30
2635,135,14
3774,22,298
1719,72,87
1914,14,8
2068,192,2320
1118,191,166
4965,21,13
1653,247,959
2918,16,39
3828,45,116
4860,93,114
58,158,74
1935,62,84
2066,224,112
2474,216,11
2724,18,263
2994,208,35
4235,121,91
4387,135,132
880,206,558
4985,22,35
3385,259,7
3625,284,381
1492,143,322
5138,144,13
942,37,44
3931,35,27
1730,110,109
1717,16,39
822,439,2885
2785,98,233
3979,146,107
2439,181,294
2021,162,53
1162,87,27
4314,396,3157
3733,163,3073
1420,260,196
3614,480,7
1570,71,142
860,59,213
3855,126,182
4129,251,98
3891,160,419
2271,16,39
4452,88,205
5215,233,11
2399,85,19
3418,110,10
1034,443,106
3642,313,823
3871,16,39
430,16,39
2806,39,26
5112,39,34
3199,136,68
754,46,39
464,110,87
320,430,99
5129,68,61
153,55,205
4332,112,180
2195,36,14
4721,105,92
1247,97,16
3737,50,447
2212,41,13
2798,237,80
4611,132,92
369,242,73
4003,112,12
3796,22,32
3176,16,39
293,51,52
2593,148,17
1347,488,194
1909,49,6
3748,344,274
299,12,31
746,77,96
797,109,483
272,153,545
346,107,62
511,129,295
2194,70,43
1028,344,118
4294,16,39
868,172,50
4386,110,119
2069,60,32
4846,95,238
3724,34,21
1392,274,454
4176,39,36
1945,410,130
808,190,2416
278,279,135
2630,86,13
588,205,28
3452,188,31
788,242,285
339,25,55
3903,159,184
3143,226,670
1212,150,589
1556,112,41
5181,102,29
17,176,1034
3441,16,37
2956,161,56
3705,45,80
987,156,500
3232,46,104
1474,57,67
2714,135,14
42,170,41
395,21,15
4809,67,19
197,303,40
3236,412,126
3186,105,55
1276,19,104
3046,133,102
4545,53,92
1200,499,260
2400,89,22
2846,61,35
5103,105,174
3432,120,11
1264,62,49
4519,59,98
659,214,76
5169,45,20
1573,71,74
433,294,207
3245,16,39
1003,352,157
2588,84,3
4175,40,24
4756,64,31
2815,93,35
5223,136,169
776,175,782
883,150,91
1630,16,39
4996,16,39
3132,171,20
143,83,139
3830,19,17
675,72,195
364,81,302
422,16,39
4621,21,13
5137,92,20
4717,75,91
1964,105,268
432,35,137
760,46,37
1113,88,288
4947,311,96
3578,81,245
51,128,31
1675,259,95
5058,351,11
5104,219,14
1191,219,177
2682,83,19
3848,20,30
1305,22,39
4210,24,22
3226,16,39
2590,88,3
1617,77,143
1888,54,40
5097,304,497
4247,69,171
1939,480,178
368,256,402
237,21,15
1437,330,183
12,173,1124
1629,47,13
5028,30,11
3896,361,60
3207,137,51
3059,19,3
3322,104,26
4262,89,53
2491,232,82
2742,54,9
3115,451,159
107,100,80
3788,18,12
1565,16,39
183,129,206
113,16,39
4413,20,74
3809,97,57
5253,69,57
4521,153,171
4213,19,15
3986,22,748
4293,27,19
4220,131,22
65,361,307
1324,152,32
4881,208,142
1115,117,67
4927,50,170
2946,92,98
2283,28,39
1633,16,39
3758,69,57
161,59,59
2413,16,39
518,305,553
4450,42,76
4532,65,144
3818,16,39
4298,41,76
3801,25,148
3532,18,31
1900,299,832
3777,135,74
5062,253,77
800,95,161
3859,25,39
1923,127,194
4373,122,72
3605,174,33
4391,126,179
437,163,130
807,231,1974
2893,305,139
2849,133,15
4125,418,94
103,205,283
1429,39,202
4688,79,198
2984,16,39
3049,193,86
202,337,18
4641,72,90
2905,180,69
3823,114,404
2220,82,42
1414,109,26
156,57,51
31,330,1588
4321,479,6
4156,18,20
4322,92,16
742,139,30
3061,19,3
1489,102,11
1995,96,199
4982,38,15
4328,36,13
1722,3,93
3869,40,24
4745,45,20
751,74,87
4123,356,160
3231,167,51
3172,39,46
5072,29,52
1842,37,43
3155,401,165
487,111,57
3063,16,6
2202,58,17
1910,102,10
2484,251,14
654,134,16
178,341,241
780,186,70
4826,165,141
3577,107,200
2237,418,4
4189,263,119
3948,91,144
1746,33,133
632,433,40
1504,149,44
3248,146,46
3433,16,41
1834,92,154
3294,102,37
4624,191,516
3184,58,167
44,16,39
1481,75,121
2252,16,39
2340,168,6
3424,99,101
3084,54,270
79,47,97
4038,63,95
2831,64,23
3387,37,23
2239,92,759
474,12,27
4200,114,52
2213,60,18
2711,72,16
3522,273,238
1396,69,82
1919,49,33
5074,82,203
3658,17,35
1399,166,127
261,491,78
2771,105,360
562,254,284
2744,111,23
3495,29,12
3393,16,39
2955,80,37
785,139,80
4954,491,472
2269,16,39
2858,106,127
3438,214,170
2947,31,180
637,61,75
1398,80,229
1490,416,64
4944,419,171
4768,121,69
4078,293,564
2044,95,32
3190,18,23
5184,324,1416
3512,45,41
966,29,22
4853,16,39
1373,43,100
1002,420,172
5161,134,268
2476,95,6
1664,100,68
4777,89,32
3397,146,24
4677,21,203
756,65,57
4939,118,17
3276,166,280
795,289,112
3834,28,69
2095,36,99
4634,105,147
3057,38,26
4140,154,534
553,54,14
86,44,104
5236,48,44
1403,40,10
4791,78,409
981,54,67
3680,51,107
3943,72,17
5064,188,107
3363,52,358
2363,180,26
4449,188,25
825,314,1029
358,167,3515
2216,27,17
2163,36,52
1014,220,66
878,202,656
4769,87,139
974,54,127
2686,66,114
195,367,300
175,209,132
1632,69,62
484,16,39
2708,58,38
4603,36,12
5034,44,79
1406,105,23
3356,21,13
1190,110,66
4790,273,219
3726,71,45
1382,21,19
4394,98,1246
4891,221,161
3927,286,122
4559,16,39
4383,184,70
3516,30,37
3527,119,174
4799,16,39
3332,134,8
356,21,29
1928,16,39
2659,131,53
2168,144,140
2169,34,34
2010,25,73
4934,106,10
341,25,85
889,26,22
3285,179,10
5141,60,392
3690,52,39
1283,42,220
4625,339,31
3786,216,254
4136,428,397
2297,27,39
3679,221,331
2374,110,10
2056,159,34
1590,177,5
829,292,1367
853,205,348
3962,266,160
59,15,55
3175,105,55
3553,186,396
2076,22,439
3963,69,15
4993,60,75
1017,71,208
1835,157,340
3508,104,326
2325,175,145
1217,111,484
1058,18,24
2720,66,11
209,87,241
3263,18,28
3458,141,173
1497,156,155
2811,20,77
819,250,566
4953,180,445
3296,39,288
3732,95,617
3422,31,14
313,126,176
5197,63,96
461,248,203
4685,23,47
2501,32,74
2899,311,176
2242,133,23
3613,493,65
772,129,41
1022,47,94
4598,101,126
2427,233,120
1060,24,34
3419,48,8
1897,102,54
4264,341,57
355,17,26
2782,19,57
1485,97,8
1858,122,13
1163,128,38
2693,17,575
371,116,78
3949,68,367
155,61,156
738,28,108
3660,17,27
1185,253,78
906,341,1837
1037,16,141
4979,25,17
1601,95,24
2368,62,108
2895,161,462
710,154,72
1073,112,1195
67,175,80
312,41,9
2389,63,26
4957,233,446
2032,40,37
3812,16,39
5117,134,23
1285,77,12
2152,449,423
26,337,2263
5113,80,14
4257,131,213
4381,201,156
813,163,1034
933,252,73
4994,97,84
1009,84,258
2866,32,113
3840,15,20
2563,78,41
4812,65,78
5240,192,125
4945,325,116
417,110,6
4149,115,204
4602,72,198
4814,26,32
579,64,23
2458,425,88
4911,45,329
4145,108,1525
1007,192,309
3985,73,235
4888,228,340
2529,55,71
3744,246,124
218,289,95
3415,35,18
1428,41,580
3219,24,36
3739,258,475
2890,153,69
2090,66,12
1006,60,417
2587,3,3
610,83,43
2006,69,43
4710,138,906
3067,44,41
3233,86,89
1287,27,47
2636,75,12
1770,277,1018
3644,143,126
3713,223,31
5101,260,33
3056,21,9
1930,205,41
1536,239,313
3020,22,77
4051,56,45
3588,71,129
3587,69,65
3772,263,147
3306,323,16
55,112,43
1084,58,109
2084,154,24
3677,26,48
4141,258,421
648,64,23
3261,54,36
4591,492,317
132,159,742
4403,197,114
4147,227,103
3137,65,94
3411,97,16
1446,172,79
3260,102,83
386,54,262
4903,48,71
3770,233,27
2912,49,183
884,99,195
1763,81,157
3942,57,36
3243,183,2
1055,16,41
3496,39,54
5230,66,261
4389,24,149
2353,25,148
4856,141,271
2612,186,107
394,18,26
2518,105,183
375,235,333
4344,66,2502
4851,32,7
761,130,141
3412,56,17
4792,57,158
5054,292,72
4350,154,2014
3543,52,235
11,336,772
1811,56,54
2279,304,24
4986,13,10
1984,157,721
846,43,64
3582,134,167
5205,20,18
2996,120,184
2853,198,51
100,120,729
4360,27,20
136,42,40
4004,55,17
3093,121,327
2540,27,73
2257,246,629
4337,144,401
3550,452,137
4668,71,80
3437,250,202
5180,259,52
4020,307,410
3198,78,38
2428,39,77
2055,434,29
2441,165,91
869,78,112
3439,357,248
2088,147,15
3048,246,98
4458,77,13
3114,204,167
2018,64,94
1785,457,578
558,156,244
3833,72,33
2009,23,39
2819,26,9
2408,41,35
1370,98,18
2505,70,98
1021,16,39
3719,50,19
3247,129,25
3274,239,115
1199,256,71
4687,20,59
2769,117,9
2369,23,3
451,39,79
991,71,247
1338,328,26
512,492,272
2197,16,39
4494,148,371
1820,213,277
4531,105,405
4524,28,187
3811,76,57
1578,70,18
2773,58,22
4324,121,13
1284,50,54
2607,149,43
2800,55,65
5078,394,322
2132,73,71
3317,20,79
4301,36,62
2314,355,171
3935,144,492
2159,49,183
4316,151,514
3257,101,26
1332,25,121
2357,40,120
2894,141,284
1063,26,232
2355,46,10
4012,167,630
3837,43,72
1413,233,38
2015,16,39
2512,16,39
2618,16,39
2299,140,127
1142,450,127
5219,445,91
2795,72,28
82,62,364
3100,87,159
1409,221,66
5194,14,49
930,91,10
4114,147,95
5046,158,33
3167,74,65
3615,452,23
2731,269,19
5158,50,43
2809,27,70
3769,274,435
407,89,367
2063,176,113
4562,77,114
4612,99,148
4310,16,61
1727,84,183
1197,368,14
3924,26,40
3727,178,189
5124,290,43
3160,16,39
2156,188,164
5214,39,22
4586,16,39
2545,77,29
1438,41,643
349,24,90
1743,27,29
3961,44,512
2222,204,321
2384,164,20
1800,151,179
288,33,158
4935,139,16
2201,41,109
963,25,37
3992,247,275
2188,34,138
2073,156,22
1976,67,588
1694,156,216
4628,104,1065
246,36,102
773,69,33
4727,60,622
1222,94,218
2948,62,458
904,496,1998
2722,25,51
3130,16,74
123,104,19
694,42,51
3,183,202
4459,39,24
501,494,883
5,233,123
986,92,27
2767,24,17
1139,36,22
2762,32,57
270,498,49
1242,15,28
3065,35,14
3983,79,983
2566,57,16
3754,83,89
3648,129,510
2734,23,58
1728,95,126
5116,288,28
2493,125,161
2891,32,17
4632,143,125
1407,38,12
3676,174,648
4066,249,79
4901,38,1227
2531,16,39
2137,132,53
3751,125,94
1899,136,122
2921,16,39
4905,60,22
2641,70,30
4290,40,25
1602,348,48
4503,155,459
2321,418,172
1251,187,12
4758,150,88
255,471,54
71,70,12
1726,87,122
3498,159,148
3836,25,64
131,16,39
1391,63,27
2138,146,30
4759,254,36
4723,75,35
2238,319,25
3292,166,39
4577,64,23
3564,78,39
4703,303,242
2991,194,54
985,93,154
1771,104,154
396,38,17
3502,102,29
2288,142,23
4412,16,39
567,380,218
60,63,26
687,51,12
331,87,207
2952,323,162
1367,58,19
2217,35,36
3885,97,10
4432,48,55
3073,173,79
4499,159,127
2453,68,4
2426,48,13
2463,253,77
1891,10,30
2130,32,119
4582,42,38
3324,57,13
2562,16,39
565,194,371
4174,45,57
3329,102,12
4445,176,40
2131,97,202
721,108,63
4485,13,9
716,84,213
4570,41,46
2040,78,18
3478,131,15
308,30,13
1853,26,97
3149,24,123
961,220,150
5111,156,14
811,317,785
2061,217,201
4327,21,13
4080,352,41
4427,27,29
4072,142,27
2765,59,46
4453,62,18
3234,451,138
3819,21,13
3026,21,41
3709,61,14
144,86,125
2345,96,151
2291,154,12
3384,167,25
4599,139,167
4566,73,54
1427,22,137
2179,146,372
2651,134,18
1460,45,13
1425,103,60
2313,97,122
2285,484,70
4263,164,27
1336,7,4
3493,22,260
3594,25,19
3008,73,160
1999,87,139
3240,80,31
420,83,79
260,405,74
1154,49,160
2146,209,61
4242,74,215
821,66,308
2330,44,114
723,126,11
277,154,30
1695,461,310
3646,140,122
2244,266,124
1970,287,4408
766,18,31
4914,42,338
2210,18,9
4473,199,51
2906,204,72
4763,108,503
1567,41,20
1795,93,322
2942,229,23
2162,75,123
436,203,16
416,158,41
4734,86,105
2315,67,93
1757,237,90
4831,42,132
4204,223,2
4447,64,23
245,33,12
2358,39,6
3343,122,62
1971,187,263
4844,151,27
850,336,411
3066,46,73
9,43,258
2100,102,132
1988,95,46
283,285,183
4750,44,31
1702,103,104
3158,21,36
993,92,98
4664,16,40
2677,100,19
4029,54,14
4425,36,50
2970,167,53
582,16,39
2928,336,411
4740,24,108
5007,131,331
1227,12,46
717,24,16
3222,166,42
388,233,211
3025,58,80
2974,174,182
1455,96,161
505,76,238
2885,44,30
3548,16,39
3878,43,29
1499,67,51
3824,56,239
4728,57,40
3597,16,39
1340,167,104
3749,16,70
1334,73,40
5067,22,74
4606,499,110
3499,49,5
3135,81,179
4469,167,17
2004,166,51
5131,177,38
2268,86,19
140,16,39
997,96,28
879,101,464
4897,327,561
1640,488,17
1296,105,98
542,16,39
4590,108,127
2158,32,65
3278,259,50
2118,112,86
1487,108,36
955,225,958
488,16,39
4995,93,548
3957,16,39
4861,93,135
4573,16,43
3759,38,12
4423,238,60
3842,25,106
763,35,60
4482,275,181
2379,67,18
3125,236,16
1954,44,400
3723,16,39
3348,32,71
1975,104,376
1237,46,19
1419,41,881
4622,47,67
550,64,13
1808,16,96
537,189,73
4779,87,80
2008,80,57
1491,68,70
3967,82,29
2555,324,10
3446,100,56
1649,16,39
1299,57,327
2860,29,56
3196,96,38
1273,121,25
1651,273,267
3517,69,153
3542,21,13
2709,96,11
1024,56,42
4640,86,171
782,155,38
1238,14,31
3509,131,77
3185,180,472
2319,80,19
1138,93,95
2790,70,364
1249,36,35
3431,245,92
3876,39,119
3140,39,87
3347,7,4
151,81,14
3817,30,16
2973,331,10
767,25,49
1966,155,28
2671,97,105
4672,55,68
4463,207,146
427,26,10
5096,16,39
1467,11,4
4801,218,177
640,16,39
4231,86,50
3116,163,358
2495,27,101
4019,294,164
3668,39,16
4116,83,463
4421,166,42
4836,76,20
2306,16,39
1691,188,922
4366,183,257
1201,37,14
2977,142,162
3170,222,58
2673,253,54
3693,16,39
725,145,14
3002,122,30
3567,159,22
778,26,79
444,89,42
3353,16,20
1625,17,24
881,221,379
3479,100,170
4256,95,188
661,284,64
120,16,17
449,306,297
3275,3,287
1749,26,27
5209,33,23
4481,434,382
3098,16,39
4917,53,271
2245,293,69
803,133,150
2716,137,69
4251,227,37
3593,106,80
4396,164,44
2613,138,236
4693,16,39
1143,21,13
4191,211,329
3735,116,1246
2920,37,94
4283,107,154
1687,117,97
2596,170,131
3994,115,17
4885,497,485
1815,216,591
909,343,807
3785,35,10
956,372,1987
365,81,40
3033,181,18
3293,155,38
1447,87,182
1086,34,114
3010,77,137
1755,41,190
2658,163,82
3978,132,7187
3463,124,126
4877,482,60
2232,24,13
4772,31,42
5144,285,279
1759,16,39
2648,41,145
2430,63,24
3161,103,46
3265,16,39
2304,22,14
3325,58,46
4977,79,125
4331,16,39
3575,16,39
2927,248,47
3743,96,196
1807,17,84
4551,41,44
3354,20,136
2461,16,151
624,203,180
1577,53,13
4356,18,19
3562,240,170
3919,114,108
603,29,62
3043,58,90
552,61,17
1158,38,66
1791,16,39
1083,101,83
2087,58,174
1232,28,64
3032,449,174
122,98,52
790,185,377
5066,498,236
3922,85,91
887,36,59
125,115,55
5038,44,65
4990,31,14
682,476,185
4786,301,930
4676,78,253
4431,80,6
1062,17,120
934,80,57
4,81,58
3254,41,45
3331,96,15
2835,83,21
2660,296,12
4120,222,54
1849,23,28
1230,38,40
3473,131,49
618,182,79
4023,44,108
3984,210,233
4435,189,14
911,160,142
2144,161,462
2962,139,233
1248,45,57
1042,53,44
2883,75,139
4818,52,30
4111,172,6
2537,55,43
4404,19,67
4420,40,57
3152,145,46
566,434,198
2624,78,13
1991,16,39
580,62,18
3000,173,9
4651,106,153
3382,23,12
836,386,1421
4343,16,39
1512,82,22
2707,66,20
162,63,58
3212,72,208
1814,231,360
3103,251,164
5208,39,21
4133,155,28
2915,70,12
2049,180,101
613,66,148
1963,99,270
2227,86,48
134,294,63
3618,253,155
3545,21,13
5246,115,152
3178,96,58
1051,76,9
2468,385,259
206,239,36
1220,53,162
749,49,92
5039,456,108
651,62,37
4581,27,25
330,16,39
3647,317,1601
5080,434,364
1136,83,360
2736,57,845
5256,66,53
1146,21,13
2694,77,19
2370,21,22
1327,17,44
18,229,855
3327,120,14
4975,70,27
870,100,51
3273,54,349
5043,24,71
1030,39,41
247,133,17
3573,21,60
2654,52,55
606,16,39
3664,67,256
1821,227,558
1121,30,42
3674,43,230
4892,244,215
1025,67,172
5245,119,145
2917,73,23
5165,113,168
5083,156,11
1300,70,34
1636,44,22
4269,16,39
1395,170,103
5153,13,26
169,183,94
4353,243,17
1027,436,213
4045,177,116
3444,352,450
3064,26,3
4031,283,23
4751,25,58
3163,88,20
2365,54,11
104,16,39
2728,150,26
3390,89,22
281,410,123
4201,342,108
4496,139,42
1552,101,65
1775,113,187
5021,58,14
4273,41,16
1826,212,344
3398,165,186
4822,35,29
1236,51,110
2420,46,115
1810,60,65
3377,53,13
2218,43,27
4377,89,11
3315,30,36
4871,329,171
3971,16,39
2211,27,29
3884,101,53
5187,20,46
670,46,12
290,70,86
3589,127,146
4347,64,4101
1943,43,85
5254,38,12
2554,187,12
2119,296,53
3179,100,296
525,134,167
1993,108,503
1868,38,64
3113,110,198
3427,368,69
154,219,204
2148,35,12
1471,37,11
3005,149,20
708,141,94
1932,249,1000
2680,50,17
3621,365,333
4587,307,74
1229,15,34
3487,201,46
653,107,41
3822,77,1113
2086,413,25
214,437,144
3133,43,15
2496,33,19
4704,200,289
817,437,2485
4819,18,52
4517,38,68
3467,146,112
219,353,111
3747,18,96
1867,247,29
2967,365,16
1841,66,91
3711,87,42
912,59,113
5081,439,354
4384,98,31
2323,188,46
748,52,47
5206,76,27
3202,77,43
3944,72,27
1760,50,153
3685,57,87
3821,16,39
1386,28,16
4992,185,297
2005,120,10
4013,190,303
3520,16,39
5173,56,24
3991,16,39
3673,43,490
2160,255,86
712,294,509
3996,55,56
4731,109,43
5088,23,3
759,58,98
1377,69,13
2854,92,61
4312,239,268
1401,138,110
2402,106,82
3518,24,41
2200,86,16
1638,53,83
1790,46,92
5193,40,20
5212,139,56
3867,34,54
2872,69,194
3266,34,116
1720,77,96
2911,32,65
2799,16,39
3364,30,27
3531,30,13
1856,16,39
1135,269,32
4969,21,13
3453,325,15
1806,16,18
1895,16,44
4488,20,6
607,85,52
2983,199,53
921,16,266
1593,381,53
225,213,82
4811,23,33
928,89,44
4816,16,34
540,48,185
1101,168,99
4102,348,230
2869,166,212
1690,185,1431
2961,79,153
2913,255,86
858,66,115
3887,120,91
2623,152,24
4928,35,359
3311,16,17
217,74,83
3305,25,9
2444,62,469
3800,107,98
4795,248,205
4837,74,104
423,236,53
1604,130,61
2876,339,193
2189,31,1261
2739,76,19
69,75,162
4158,34,152
2224,64,119
529,203,370
411,93,51
4275,45,12
1153,14,57
936,287,67
367,188,103
1087,16,39
1366,449,174
4052,61,68
4874,184,275
3561,52,786
1066,73,101
2143,141,284
4605,41,11
172,87,126
5145,202,36
1609,428,183
4107,102,73
2787,44,41
3689,118,41
1092,73,29
3279,39,230
4222,16,39
1707,119,220
2115,32,293
3359,16,39
37,88,294
4297,12,557
826,106,336
2727,63,34
1585,28,40
1465,39,20
2786,159,583
3018,51,22
2203,211,31
269,482,19
2223,16,39
2532,35,27
645,110,17
2604,327,482
3089,189,369
695,43,67
4164,87,18
3795,225,94
3409,216,11
1637,34,47
1352,203,62
2054,192,23
4991,198,113
3208,45,137
2916,79,53
205,329,112
1947,336,200
1046,27,37
2930,145,28
2209,40,26
2729,75,27
1159,36,35
509,487,238
3106,238,299
5191,41,31
4406,42,6
3608,369,24
4880,206,1122
1266,177,4
2602,98,158
2560,340,16
820,74,863
1813,430,288
137,35,65
3121,130,45
3378,35,13
3672,270,334
4744,50,56
500,81,377
3298,69,28
4026,137,75
918,205,105
